,country_id,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
155,MDG,-20.58465,44.4152,337.63,1.05,1.02,2024-11-07,1129,Aqua,MODIS,84,6.1NRT,300.82,29.3,D
156,MDG,-20.41523,47.82396,335.52,1.1,1.05,2024-11-07,1129,Aqua,MODIS,85,6.1NRT,299.07,34.84,D
157,MDG,-20.40593,47.82269,325.15,1.1,1.05,2024-11-07,1129,Aqua,MODIS,74,6.1NRT,302.25,18.37,D
158,MDG,-20.39841,47.63002,322.0,1.09,1.04,2024-11-07,1129,Aqua,MODIS,68,6.1NRT,296.36,17.13,D
159,MDG,-20.39428,48.07908,345.23,1.13,1.06,2024-11-07,1129,Aqua,MODIS,92,6.1NRT,298.47,56.49,D
160,MDG,-20.39406,47.7774,316.07,1.1,1.05,2024-11-07,1129,Aqua,MODIS,30,6.1NRT,298.42,9.36,D
161,MDG,-20.36736,48.57706,326.42,1.2,1.09,2024-11-07,1129,Aqua,MODIS,78,6.1NRT,302.19,18.61,D
162,MDG,-20.36553,48.58829,321.29,1.2,1.09,2024-11-07,1129,Aqua,MODIS,53,6.1NRT,302.6,10.91,D
163,MDG,-20.36282,48.0953,332.14,1.14,1.06,2024-11-07,1129,Aqua,MODIS,82,6.1NRT,298.37,29.7,D
164,MDG,-20.35678,46.4512,321.31,1.01,1.01,2024-11-07,1129,Aqua,MODIS,52,6.1NRT,306.8,4.99,D
165,MDG,-20.34813,48.5735,341.69,1.2,1.09,2024-11-07,1129,Aqua,MODIS,90,6.1NRT,301.1,47.1,D
166,MDG,-20.34629,48.58472,350.24,1.2,1.09,2024-11-07,1129,Aqua,MODIS,95,6.1NRT,301.97,68.34,D
167,MDG,-20.33852,48.57171,328.67,1.2,1.09,2024-11-07,1129,Aqua,MODIS,80,6.1NRT,300.56,22.93,D
168,MDG,-20.33668,48.58293,338.09,1.2,1.09,2024-11-07,1129,Aqua,MODIS,88,6.1NRT,301.71,39.59,D
169,MDG,-20.30664,46.48184,337.92,1.01,1.01,2024-11-07,1129,Aqua,MODIS,85,6.1NRT,307.64,28.06,D
170,MDG,-20.25693,48.23611,317.81,1.16,1.07,2024-11-07,1129,Aqua,MODIS,46,6.1NRT,293.97,11.53,D
171,MDG,-20.20925,46.01795,333.23,1.0,1.0,2024-11-07,1129,Aqua,MODIS,81,6.1NRT,300.89,22.82,D
172,MDG,-19.8081,48.78944,340.88,1.25,1.11,2024-11-07,1129,Aqua,MODIS,64,6.1NRT,300.39,50.85,D
173,MDG,-20.31258,44.52502,374.88,1.04,1.02,2024-11-07,1132,Aqua,MODIS,100,6.1NRT,305.76,126.0,D
174,MDG,-20.31124,44.53478,356.41,1.04,1.02,2024-11-07,1132,Aqua,MODIS,98,6.1NRT,303.42,66.97,D
175,MDG,-19.76593,44.55046,326.85,1.03,1.01,2024-11-07,1132,Aqua,MODIS,55,6.1NRT,305.73,7.26,D
176,MDG,-19.76459,44.5601,334.35,1.03,1.01,2024-11-07,1132,Aqua,MODIS,81,6.1NRT,306.95,16.75,D
177,MDG,-19.68084,47.97705,324.65,1.14,1.07,2024-11-07,1132,Aqua,MODIS,62,6.1NRT,302.92,18.41,D
178,MDG,-19.65517,44.61491,331.6,1.02,1.01,2024-11-07,1132,Aqua,MODIS,78,6.1NRT,307.27,13.81,D
179,MDG,-19.60831,48.51176,319.06,1.22,1.1,2024-11-07,1132,Aqua,MODIS,61,6.1NRT,293.69,13.38,D
180,MDG,-19.45876,44.57161,337.04,1.02,1.01,2024-11-07,1132,Aqua,MODIS,85,6.1NRT,308.79,19.74,D
181,MDG,-19.44842,44.51532,359.48,1.03,1.01,2024-11-07,1132,Aqua,MODIS,99,6.1NRT,307.24,68.76,D
182,MDG,-19.44792,47.8542,317.89,1.13,1.06,2024-11-07,1132,Aqua,MODIS,60,6.1NRT,297.3,13.3,D
183,MDG,-19.44707,44.52492,336.09,1.03,1.01,2024-11-07,1132,Aqua,MODIS,84,6.1NRT,306.89,19.58,D
184,MDG,-19.43856,47.85257,327.6,1.13,1.06,2024-11-07,1132,Aqua,MODIS,78,6.1NRT,297.88,24.5,D
185,MDG,-19.42521,48.11714,329.89,1.17,1.08,2024-11-07,1132,Aqua,MODIS,80,6.1NRT,301.25,27.73,D
186,MDG,-19.42346,48.12809,323.46,1.17,1.08,2024-11-07,1132,Aqua,MODIS,72,6.1NRT,301.1,17.75,D
187,MDG,-19.38169,44.72915,327.32,1.02,1.01,2024-11-07,1132,Aqua,MODIS,59,6.1NRT,301.98,8.89,D
188,MDG,-19.32604,47.91308,324.82,1.15,1.07,2024-11-07,1132,Aqua,MODIS,69,6.1NRT,298.48,19.95,D
189,MDG,-19.3223,47.90664,324.51,1.15,1.07,2024-11-07,1132,Aqua,MODIS,75,6.1NRT,294.61,22.06,D
190,MDG,-19.2968,48.15371,315.63,1.18,1.08,2024-11-07,1132,Aqua,MODIS,46,6.1NRT,301.18,6.9,D
191,MDG,-19.28663,44.74627,323.42,1.02,1.01,2024-11-07,1132,Aqua,MODIS,32,6.1NRT,294.5,9.18,D
192,MDG,-19.2853,44.75574,336.39,1.01,1.01,2024-11-07,1132,Aqua,MODIS,80,6.1NRT,296.46,26.14,D
193,MDG,-19.27175,48.1659,328.8,1.18,1.08,2024-11-07,1132,Aqua,MODIS,80,6.1NRT,301.17,24.23,D
194,MDG,-19.27001,48.1769,326.33,1.18,1.08,2024-11-07,1132,Aqua,MODIS,77,6.1NRT,299.52,21.69,D
195,MDG,-19.25646,44.57055,331.65,1.02,1.01,2024-11-07,1132,Aqua,MODIS,76,6.1NRT,288.63,19.89,D
196,MDG,-19.22779,44.4486,330.45,1.03,1.01,2024-11-07,1132,Aqua,MODIS,32,6.1NRT,305.11,11.98,D
197,MDG,-19.22186,44.3592,332.28,1.03,1.02,2024-11-07,1132,Aqua,MODIS,77,6.1NRT,300.66,18.25,D
